"month","price","dateSold","livingArea","bedrooms","bathrooms","yearBuilt","elevation","numPhoto","zeroPhoto","recent","roosevelt","combined","goodElem","chars","words","wordLen","r5","r7","r10","parcel","landValue","mf","mfArea","mfBed","mfBath","mfYear","a1","a2","a3","minLotApt","maxDensity","minLotOne","numDwellings","res","midElem","rating","Freq","seasonal","time","timeAbs","pr10","pr7","pr5","pacNSA","pacSA","usNSA","usSA","hiSA"
2019-02-01,1117500,315,1213,3,2,1927,49,-4,1,0,1,85.5,1,748,111,6.73873873873874,1,0,0,4498.4255184,1124.6063796,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,5,-0.758305808478563,314.241694191521,65,0,0,4498.4255184,310.5,310.84,267.85,268.47,248.62
2019-03-01,1690000,370,3958,5,5,1960,95,-4,1,0,1,77.5,1,754,117,6.44444444444444,0,1,0,7955.0313084,3977.5156542,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,0.0859647987374462,370.085964798737,10,0,7955.0313084,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,325000,351,588,1,1,1987,27,-4,1,0,1,62.5,0,279,53,5.26415094339623,0,0,0,19991.6306964,999.58153482,1,588,1,1,1987,0,1,0,10000,0.0019,0,37.98409832316,0,1,9,9,-0.238672766005951,350.761327233994,29,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,290000,344,591,2,1,1976,19,6,0,0,0,47,0,406,64,6.34375,0,0,0,10655.7395472,532.78697736,1,591,2,1,1976,0,1,0,10000,0.0019,0,20.24590513968,0,0,5,9,-0.353676122176372,343.646323877824,36,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,850000,354,1232,2,2,2008,50,10,0,0,1,62.5,0,292,54,5.40740740740741,0,0,0,12244.598388,612.2299194,0,0,0,0,0,0,1,0,10000,0.0019,0,23.2647369372,0,1,9,9,-0.188226709843245,353.811773290157,26,0,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1368000,358,1500,3,3,1938,103,18,0,0,1,62.5,0,797,128,6.2265625,0,0,1,10763.0273916,10763.0273916,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,9,-0.120208044899354,357.879791955101,22,10763.0273916,0,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1225000,356,1820,4,1,1912,63,-4,1,0,1,85.5,1,296,54,5.48148148148148,0,1,0,9030.044628,4515.022314,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.154308820664282,355.845691179336,24,0,9030.044628,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1050000,351,1216,3,2,1963,73,-4,1,0,1,77.5,1,527,102,5.16666666666667,0,1,0,11855.1497724,5927.5748862,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.238672766005951,350.761327233994,29,0,11855.1497724,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1200000,350,1777,4,3,1941,48,-4,1,0,1,85.5,1,411,68,6.04411764705882,0,1,0,8199.4342716,4099.7171358,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,9,-0.255353295116187,349.744646704884,30,0,8199.4342716,0,314.11,312.26,270.62,269.12,248.62
2019-03-01,1900000,349,4537,7,5,1926,91,-4,1,0,1,85.5,1,299,54,5.53703703703704,0,0,1,14169.684672,14169.684672,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,9,-0.271958157534106,348.728041842466,31,14169.684672,0,0,314.11,312.26,270.62,269.12,248.62
2019-04-01,1405000,393,2723,6,3,1926,54,-4,1,0,1,85.5,1,599,100,5.99,0,1,0,4691.3362056,2345.6681028,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,2,0.46355027090285,393.463550270903,13,0,4691.3362056,0,317.53,314.1,273.72,270.91,247.62
2019-04-01,1450000,386,2141,4,3,1941,104,-4,1,0,1,62.5,0,291,54,5.38888888888889,0,0,1,8515.5696648,8515.5696648,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,2,0.353676122176371,386.353676122176,6,8515.5696648,0,0,317.53,314.1,273.72,270.91,247.62
2019-05-01,1155000,426,1937,4,3,1960,64,-4,1,0,1,77.5,1,291,54,5.38888888888889,0,1,0,7524.0673992,3762.0336996,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,0.867456354729596,426.86745635473,46,0,7524.0673992,0,320.95,316.47,276.66,272.29,247.62
2019-05-01,295000,424,464,1,1,1974,16,-4,1,0,0,47,0,285,55,5.18181818181818,0,0,0,7893.4927896,394.67463948,1,464,1,1,1974,0,1,0,10000,0.0019,0,14.99763630024,0,0,5,6,0.849817091527527,424.849817091528,44,0,0,0,320.95,316.47,276.66,272.29,247.62
2019-05-01,1230000,432,2128,5,3,1960,55,-4,1,0,1,77.5,1,504,95,5.30526315789474,0,1,0,7435.9124136,3717.9562068,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,0.914127988185334,432.914127988185,52,0,7435.9124136,0,320.95,316.47,276.66,272.29,247.62
2019-05-01,1645000,432,2720,3,3,1960,77,-4,1,0,1,77.5,1,613,87,7.04597701149425,0,1,0,7495.5395196,3747.7697598,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,0.914127988185334,432.914127988185,52,0,7495.5395196,0,320.95,316.47,276.66,272.29,247.62
2019-05-01,1020000,431,1533,3,2,1935,34,-4,1,0,1,62.5,0,294,55,5.34545454545455,1,0,0,9746.8488216,2436.7122054,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,6,0.907013812802635,431.907013812803,51,0,0,9746.8488216,320.95,316.47,276.66,272.29,247.62
2019-05-01,1725000,419,3476,5,5,1936,106,-4,1,0,1,85.5,1,565,81,6.97530864197531,0,1,0,5561.7948144,2780.8974072,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,6,0.801361088174676,419.801361088175,39,0,5561.7948144,0,320.95,316.47,276.66,272.29,247.62
2019-06-01,1020000,461,1260,3,2,1992,452,-4,1,0,1,62.5,0,297,55,5.4,0,0,0,8962.4294892,4481.2147446,0,0,0,0,0,0,0,0,0,0,5000,2,0,1,9,1,0.99665890175417,461.996658901754,81,0,0,0,320.2,316.78,277.73,272.98,247.62
2019-07-01,1950000,473,3541,3,3,1975,76,-4,1,0,1,85.5,1,298,55,5.41818181818182,0,0,1,10052.4832056,10052.4832056,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,3,0.958717816987297,473.958717816987,93,10052.4832056,0,0,322.39,318.85,279.09,274.39,250.29
2019-07-01,1188000,494,1904,2,2,1961,178,-4,1,0,1,77.5,1,629,106,5.93396226415094,0,0,1,16138.6607052,16138.6607052,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,3,0.796182863782616,494.796182863783,114,16138.6607052,0,0,322.39,318.85,279.09,274.39,250.29
2019-07-01,1075000,491,1378,4,2,1951,110,-4,1,0,1,77.5,1,290,54,5.37037037037037,0,0,1,9993.594006,9993.594006,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,3,0.82635419872391,491.826354198724,111,9993.594006,0,0,322.39,318.85,279.09,274.39,250.29
2019-08-01,2035000,505,3230,6,3,1959,95,-4,1,0,1,77.5,1,356,61,5.83606557377049,0,1,0,7641.2172276,3820.6086138,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,13,0.668063864213534,505.668063864214,125,0,7641.2172276,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1069000,502,1594,4,2,1950,72,-4,1,0,1,62.5,0,331,58,5.70689655172414,0,0,1,8572.0674204,8572.0674204,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,13,0.705583610107178,502.705583610107,122,8572.0674204,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1330000,496,2036,4,3,1959,110,-4,1,0,1,77.5,1,290,54,5.37037037037037,0,1,0,7908.2443836,3954.1221918,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,13,0.774884041367041,496.774884041367,116,0,7908.2443836,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1288000,509,2021,4,4,1948,62,-4,1,0,1,77.5,1,290,54,5.37037037037037,0,1,0,4531.3229016,2265.6614508,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,13,0.615284599963329,509.615284599963,129,0,4531.3229016,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1699000,505,2452,3,3,1921,49,-4,1,0,1,85.5,1,539,95,5.67368421052632,1,0,0,12106.7340372,3026.6835093,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,13,0.668063864213534,505.668063864214,125,0,0,12106.7340372,322.13,319.1,278.76,274.65,250.29
2019-08-01,199000,512,400,0,1,1956,28,-4,1,0,1,62.5,0,293,43,6.81395348837209,0,0,0,19662.4072656,983.12036328,1,400,0,1,1956,0,1,0,10000,0.0019,0,37.35857380464,0,1,9,13,0.573772267904325,512.573772267904,132,0,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,980000,516,1344,3,2,1929,64,-4,1,0,1,77.5,1,290,54,5.37037037037037,0,1,0,4736.359386,2368.179693,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,13,0.516062391015854,516.516062391016,136,0,4736.359386,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,353000,522,543,1,1,1979,26,-4,1,0,0,47,0,202,33,6.12121212121212,0,0,0,32252.4503928,1612.62251964,1,543,1,1,1979,0,1,0,10000,0.0019,0,61.27965574632,0,0,5,13,0.425000339969555,522.42500033997,142,0,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1400000,510,2638,4,3,1923,80,-4,1,0,1,62.5,0,291,54,5.38888888888889,1,0,0,16126.1372052,4031.5343013,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,13,0.601624063224924,510.601624063225,130,0,0,16126.1372052,322.13,319.1,278.76,274.65,250.29
2019-08-01,858000,525,1791,3,2,1989,73,-4,1,0,1,62.5,0,788,124,6.35483870967742,0,0,0,28277.1643572,1413.85821786,1,1791,3,2,1989,0,1,0,10000,0.0019,0,53.72661227868,0,1,9,13,0.377707965203966,525.377707965204,145,0,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1280000,519,1802,4,3,1975,92,-4,1,0,1,77.5,1,767,144,5.32638888888889,0,0,1,9320.872968,9320.872968,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,13,0.471159507673865,519.471159507674,139,9320.872968,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1283000,512,1807,4,3,1959,163,-4,1,0,1,62.5,0,628,112,5.60714285714286,0,0,1,9995.8077252,9995.8077252,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,13,0.573772267904325,512.573772267904,132,9995.8077252,0,0,322.13,319.1,278.76,274.65,250.29
2019-08-01,1046859,505,1368,4,3,1925,76,-4,1,0,1,85.5,1,603,92,6.55434782608696,1,0,0,4298.6545668,1074.6636417,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,13,0.668063864213534,505.668063864214,125,0,0,4298.6545668,322.13,319.1,278.76,274.65,250.29
2019-09-01,938000,540,1560,3,2,1956,90,-4,1,0,1,62.5,0,517,76,6.80263157894737,1,0,0,4803.0458256,1200.7614564,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,4,0.128748177452582,540.128748177453,160,0,0,4803.0458256,322.64,320.19,279.73,276.62,250.29
2019-09-01,580000,533,1032,2,2,1937,43,-4,1,0,1,62.5,0,548,88,6.22727272727273,1,0,0,3968.372628,992.093157,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,4,0.247022180480937,533.247022180481,153,0,0,3968.372628,322.64,320.19,279.73,276.62,250.29
2019-09-01,945888,540,1816,4,2.5,1974,58,-4,1,0,1,85.5,1,292,54,5.40740740740741,0,1,0,7933.5771372,3966.7885686,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,4,0.128748177452582,540.128748177453,160,0,7933.5771372,0,322.64,320.19,279.73,276.62,250.29
2019-09-01,985000,554,1613,3,2,1936,32,-4,1,0,1,62.5,0,857,112,7.65178571428571,1,0,0,11127.7034352,2781.9258588,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,4,-0.111659007121694,553.888340992878,174,0,0,11127.7034352,322.64,320.19,279.73,276.62,250.29
2019-10-01,999990,571,1159,3,1,1956,58,-4,1,0,1,85.5,1,294,55,5.34545454545455,0,1,0,7591.6185048,3795.8092524,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.393590276656466,570.606409723344,191,0,7591.6185048,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1295000,573,1616,3,3,1970,95,-4,1,0,1,77.5,1,295,54,5.46296296296296,0,1,0,7728.2662248,3864.1331124,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.425000339969552,572.57499966003,193,0,7728.2662248,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1500000,575,3027,5,4,1949,104,-4,1,0,1,77.5,1,293,54,5.42592592592593,0,0,1,9968.8384224,9968.8384224,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.455906693508458,574.544093306492,195,9968.8384224,0,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,2500000,580,4426,8,3.5,1969,69,-4,1,0,1,62.5,0,297,54,5.5,0,0,1,10512.441522,10512.441522,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,11,-0.530730048161932,579.469269951838,200,10512.441522,0,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1258000,565,1250,3,2,1958,9,-4,1,0,1,43,0,686,105,6.53333333333333,1,0,0,7254.10125,1813.5253125,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,6,11,-0.296712819273489,564.703287180727,185,0,0,7254.10125,323.23,322.48,280.03,278.09,250.82
2019-10-01,325000,578,468,1,1,1955,65,8,0,0,1,62.5,0,658,104,6.32692307692308,0,0,0,9614.0030184,480.70015092,1,468,1,1,1955,0,1,0,10000,0.0019,0,18.26660573496,0,1,9,11,-0.501241813445775,577.498758186554,198,0,0,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1000000,561,1899,3,2,1969,32,17,0,0,1,43,0,604,90,6.71111111111111,0,0,0,16841.3139972,336.826279944,0,0,0,0,0,0,0,1,15000,0.0028,0,47.15567919216,0,0,6,11,-0.230305670230612,560.769694329769,181,0,0,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1020000,561,1266,4,2,1943,78,-4,1,0,1,77.5,1,298,54,5.51851851851852,0,0,1,6935.5378224,6935.5378224,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.230305670230612,560.769694329769,181,6935.5378224,0,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,975000,573,1712,3,2,1947,15,-4,1,0,1,85.5,1,739,103,7.1747572815534,1,0,0,10538.0291016,2634.5072754,0,0,0,0,0,0,0,0,0,0,5000,4,1,0,9,11,-0.425000339969552,572.57499966003,193,0,0,10538.0291016,323.23,322.48,280.03,278.09,250.82
2019-10-01,990000,567,1292,3,2,1950,63,-4,1,0,1,77.5,1,296,54,5.48148148148148,0,1,0,5025.314646,2512.657323,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.32940848222453,566.670591517776,187,0,5025.314646,0,323.23,322.48,280.03,278.09,250.82
2019-10-01,1700000,587,2880,5,4,1940,116,-4,1,0,1,77.5,1,296,54,5.48148148148148,0,0,1,11168.1497664,11168.1497664,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.628762814595834,586.371237185404,207,11168.1497664,0,0,323.23,322.48,280.03,278.09,250.82
2019-11-01,978100,603,1166,1,3,1966,16,-4,1,0,1,43,0,150,24,6.25,0,0,0,3606.5236284,72.130472568,0,0,0,0,0,0,0,1,15000,0.0028,0,10.09826615952,0,0,6,10,-0.816538051445915,602.183461948554,223,0,0,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,910000,599,1131,3,1,1950,129,-4,1,0,1,77.5,1,317,49,6.46938775510204,0,0,1,10277.3246796,10277.3246796,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,10,-0.77488404136704,598.225115958633,219,10277.3246796,0,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,365000,615,583,1,1,1972,66,-4,1,0,1,62.5,0,286,54,5.2962962962963,0,0,0,57881.1223188,2894.05611594,1,583,1,1,1972,0,1,0,10000,0.0019,0,109.97413240572,0,1,9,10,-0.917583626059393,614.082416373941,235,0,0,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,950000,595,2268,5,3,1970,80,-4,1,0,1,62.5,0,416,78,5.33333333333333,1,0,0,8062.9355268,2015.7338817,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,10,-0.729557554086487,594.270442445914,215,0,0,8062.9355268,324.12,323.95,280.07,278.97,250.82
2019-11-01,2400000,602,5334,4,4,1992,139,-4,1,0,1,62.5,0,79,9,8.77777777777778,0,0,1,10331.1744228,10331.1744228,0,0,0,0,0,0,0,0,0,0,10000,1,1,1,9,10,-0.806479946320944,601.193520053679,222,10331.1744228,0,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,1850000,617,4123,4,4,2002,60,-4,1,0,1,85.5,1,678,110,6.16363636363636,0,1,0,2310375.7707624,1155187.8853812,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,10,-0.930723931037979,616.069276068962,237,0,2310375.7707624,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,1400000,610,2829,4,3,1950,67,-4,1,0,1,77.5,1,751,125,6.008,0,1,0,8391.4293276,4195.7146638,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,10,-0.880012203973535,609.119987796027,230,0,8391.4293276,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,1450000,600,2182,3,3,1971,54,-4,1,0,1,85.5,1,785,128,6.1328125,0,1,0,7737.3815904,3868.6907952,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,10,-0.785649855078713,599.214350144921,220,0,7737.3815904,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,390000,588,718,2,1,1967,49,-4,1,0,1,62.5,0,362,52,6.96153846153846,0,0,0,19991.1815928,999.55907964,1,718,2,1,1967,0,1,0,10000,0.0019,0,37.98324502632,0,1,9,10,-0.642054713236563,587.357945286763,208,0,0,0,324.12,323.95,280.07,278.97,250.82
2019-11-01,1005000,596,1068,3,1.5,1953,54,-4,1,0,1,85.5,1,295,55,5.36363636363636,0,1,0,5667.7166172,2833.8583086,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,10,-0.741222010848595,595.258777989151,216,0,5667.7166172,0,324.12,323.95,280.07,278.97,250.82
2019-12-01,1038900,644,1320,2,3,1966,173,-4,1,0,1,77.5,1,784,141,5.56028368794326,0,0,1,10996.8979824,10996.8979824,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.995918996147179,643.004081003853,264,10996.8979824,0,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,1249000,648,1677,3,2,1954,81,24,0,0,1,77.5,1,795,117,6.79487179487179,0,1,0,9191.6016984,4595.8008492,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.987349442393987,647.012650557606,268,0,9191.6016984,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,920000,648,1463,4,2,1928,12,-4,1,0,1,85.5,1,469,81,5.79012345679012,1,0,0,4432.8128328,1108.2032082,1,1463,4,2,1928,0,0,0,0,0,5000,4,1,0,9,11,-0.987349442393987,647.012650557606,268,0,0,4432.8128328,323.46,325.71,280.94,281.36,250.82
2019-12-01,1300000,621,3277,3,3,1954,81,-4,1,0,1,62.5,0,742,120,6.18333333333333,1,0,0,7983.4542084,1995.8635521,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,11,-0.953680996630445,620.04631900337,241,0,0,7983.4542084,323.46,325.71,280.94,281.36,250.82
2019-12-01,1062500,631,1908,4,2.5,1950,76,-4,1,0,1,77.5,1,255,47,5.42553191489362,0,1,0,7493.4251172,3746.7125586,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.991114063993455,630.008885936007,251,0,7493.4251172,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,1350000,624,2015,4,3,1942,95,-4,1,0,1,77.5,1,294,54,5.44444444444444,0,0,1,10193.2172892,10193.2172892,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.967937783024064,623.032062216976,244,10193.2172892,0,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,1388000,648,1790,4,2,1971,114,-4,1,0,1,77.5,1,293,54,5.42592592592593,0,0,1,10109.8517256,10109.8517256,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.987349442393987,647.012650557606,268,10109.8517256,0,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,850000,645,1080,2,2,1931,71,-4,1,0,1,77.5,1,289,54,5.35185185185185,0,1,0,4497.7625352,2248.8812676,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.994217906893952,644.005782093106,265,0,4497.7625352,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,1026000,627,1363,4,3,1941,96,6,0,0,1,77.5,1,303,56,5.41071428571429,0,0,1,8549.89146,8549.89146,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,11,-0.97961369164549,626.020386308355,247,8549.89146,0,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,1215000,622,1816,3,2,1963,92,-4,1,0,1,77.5,1,772,115,6.71304347826087,0,1,0,7673.157162,3836.578581,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.958717816987296,621.041282183013,242,0,7673.157162,0,323.46,325.71,280.94,281.36,250.82
2019-12-01,979000,645,1158,3,3,1954,63,10,0,0,1,77.5,1,435,64,6.796875,0,1,0,4997.1361176,2498.5680588,0,0,0,0,0,0,0,0,0,0,7500,2,1,0,9,11,-0.994217906893952,644.005782093106,265,0,4997.1361176,0,323.46,325.71,280.94,281.36,250.82
2020-01-01,860000,671,1450,4,3,2007,30,-4,1,0,1,62.5,0,298,56,5.32142857142857,0,0,0,11278.3783464,563.91891732,1,1450,4,3,2007,0,1,0,10000,0.0019,0,21.42891885816,0,1,9,10,-0.849817091527528,670.150182908473,291,0,0,0,326.41,328.44,281.74,282.82,250.94
2020-01-01,900000,650,1170,3,3,1965,94,-4,1,0,1,85.5,1,292,54,5.40740740740741,0,1,0,19051.3684944,9525.6842472,1,1170,3,3,1965,0,0,0,0,0,7500,2,1,0,9,10,-0.981306470271609,649.018693529728,270,0,19051.3684944,0,326.41,328.44,281.74,282.82,250.94
2020-01-01,570000,656,1144,2,2,1964,54,13,0,0,1,62.5,0,593,97,6.11340206185567,0,0,0,59580.3500028,2979.01750014,1,1144,2,2,1964,0,1,0,10000,0.0019,0,113.20266500532,0,1,9,10,-0.956234826591906,655.043765173408,276,0,0,0,326.41,328.44,281.74,282.82,250.94
2020-01-01,900000,679,1240,3,2,1959,162,-4,1,0,1,77.5,1,292,54,5.40740740740741,0,0,1,11012.5948284,11012.5948284,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,9,10,-0.769414826883939,678.230585173116,299,11012.5948284,0,0,326.41,328.44,281.74,282.82,250.94
2020-01-01,1190000,671,2184,4,3,1949,67,-4,1,0,1,62.5,0,347,64,5.421875,1,0,0,5429.5279236,1357.3819809,0,0,0,0,0,0,0,0,0,0,5000,4,1,1,9,10,-0.849817091527528,670.150182908473,291,0,0,5429.5279236,326.41,328.44,281.74,282.82,250.94
